Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
53727,-1.649278816,1.263973556,-1.050825674,2.237990639,-2.527889238,-0.889939993,-2.355253671,0.854658641,-1.281242617,-2.705011382,1.17447506,-4.381919567,-1.226665898,-2.953824253,1.994161194,-3.30425391,-5.585794366,-1.643704032,2.118633325,0.08740637,0.679176431,0.731907051,0.333045476,0.392505236,-0.274197298,0.802348668,0.390808553,0.112145531,112.45,1
53937,-2.042608199,1.573578074,-2.372652433,-0.572676431,-2.097352765,-0.174142123,-3.039519787,-1.634232951,-0.594808639,-5.459601894,2.378537225,-2.330270647,-0.246232725,-4.058523436,-0.316983147,-2.522660811,-5.603400348,-0.778439964,0.860211794,0.825565985,-0.723326196,0.501221637,-0.696892261,-0.600513726,0.127547029,-0.78607222,0.606097322,0.171696508,261.87,1
54846,-2.986465508,-0.000891229,0.60588683,0.338337781,0.685448451,-1.581954437,0.504206377,-0.233402618,0.636767743,1.010291022,0.004517968,0.044396639,0.420853062,-0.931614225,1.147973683,0.483063094,-0.15247083,-0.285666259,0.072549849,-0.764274258,-0.875146364,-0.509848661,1.313917904,0.355064731,0.448551563,0.19348978,1.214587687,-0.013922897,1.79,1
55279,-5.753851922,0.577609831,-6.312781518,5.159401364,-1.69831985,-2.68328644,-7.934389138,2.37354992,-3.073078869,-7.145136625,6.25006759,-9.150822685,-1.37614147,-9.982584707,1.202216968,-7.565042492,-13.69147445,-4.366867281,2.181422736,0.017500021,1.177852408,0.175331359,-1.211123321,-0.446891082,-0.405520353,-0.16579749,1.505515913,0.35949205,1,1
55311,-6.15960693,1.468712923,-6.850888147,5.174706273,-2.986703924,-1.795054146,-6.545071526,2.621236138,-3.605870126,-8.122161075,6.029032563,-9.225855308,-1.546758631,-10.30933419,0.308062394,-7.787326221,-12.822177,-4.367677133,2.643984221,-0.289829586,1.061314182,0.125737469,0.589592332,-0.568730605,0.582824721,-0.042582645,0.951130233,0.158996024,0.83,1
55614,-7.347954947,2.397041348,-7.572355818,5.177819255,-2.854838283,-1.795238774,-8.783234735,0.437156561,-3.74059751,-8.332863063,5.763189409,-8.707879292,-1.716949488,-9.577194393,0.146369003,-7.586490786,-12.50393097,-4.375631012,2.46519487,0.073163791,-0.17527337,0.543325052,-0.547955067,-0.50372169,-0.310932776,-0.163986018,1.197895047,0.378186688,0.83,1
55618,-7.427924231,2.948209208,-8.678550384,5.18530348,-4.761089973,-0.957095016,-7.773379785,0.717309274,-3.682359238,-8.403150262,5.705205507,-8.640746412,-1.602925019,-9.466139123,0.137324187,-7.303242729,-12.44803924,-4.332834241,2.35202964,-0.123085016,-0.299847071,0.610478814,0.789022761,-0.56451194,0.201195825,-0.111225431,1.144598509,0.102279545,130.44,1
55760,-6.003421676,-3.930731396,-0.007045455,1.714669183,3.414666602,-2.329582623,-1.90151169,-2.746111091,0.887673208,-0.049232856,-0.153131027,-0.814309846,-1.894795586,-0.831482609,1.387288695,1.188906759,0.536817323,-0.051403214,-1.231385502,-4.128185829,1.101671317,-0.992493707,-0.698258928,0.139897674,-0.205150796,-0.472412263,1.775378057,-0.104284626,311.91,1
56098,-1.229668917,1.956099151,-0.85119796,2.79698655,-1.913976841,-0.044934446,-1.340739354,-0.555547987,-1.18446766,-3.245108597,2.33832327,-2.820042188,0.763325773,-5.419589869,0.041432793,-4.180757788,-4.285070592,-2.536451573,0.930239186,0.270459255,1.20805426,0.277611797,0.0192658,0.508528831,-0.201182897,-0.249600419,0.562238743,0.075308501,170.92,1
56624,-7.90142135,2.720472487,-7.885935672,6.348333551,-5.480119036,-0.33305924,-8.682376445,1.164431078,-4.542447386,-7.74848005,5.266585873,-8.679678803,-1.166365678,-8.107974661,0.701364761,-6.288305758,-13.7531308,-4.329239274,1.504250211,-0.614719344,0.077739051,1.092436595,0.320132727,-0.434642553,-0.380687072,0.213630359,0.423620329,-0.105168534,153.46,1
56650,-8.762083394,2.791030282,-7.682766857,6.991213965,-5.230695451,-0.357387951,-9.685621456,1.749334945,-4.495678865,-7.864506479,4.77414774,-8.245897882,-1.33349186,-7.974250523,-0.398798947,-7.244340474,-12.76009395,-4.824740223,2.836992995,-0.460389539,-0.090526788,0.348589628,0.05113239,-0.415429872,0.219665266,0.330020365,-0.028251755,-0.156270273,7.52,1
56806,0.016827808,2.400825547,-4.220359821,3.462217464,-0.624142188,-1.294302586,-2.986028314,0.751882725,-1.606672299,-5.974925438,3.264922152,-5.095031624,0.307807541,-10.01810606,0.273282637,-3.562533517,-4.377105684,-1.792634943,0.080280773,0.590418383,0.285831618,-0.771508089,-0.265199774,-0.87307715,0.939776316,-0.219084743,0.874493632,0.470434222,1,1
56887,-0.075483466,1.812354584,-2.56698081,4.127548607,-1.62853157,-0.805895446,-3.390134545,1.019353262,-2.451251252,-3.555834927,4.31571103,-5.479801677,-2.115503156,-5.588785577,0.280108069,-3.507230624,-7.457094938,-2.325491682,-0.440434553,0.338598141,0.794372452,0.270471232,-0.143624141,0.013565915,0.634203129,0.213693187,0.773625467,0.387434055,5,1
57007,-1.271244192,2.462675269,-2.851395003,2.324480065,-1.37224489,-0.948195687,-3.065234362,1.166926948,-2.268770588,-4.881142927,2.255147489,-4.686386898,0.652374669,-6.174288348,0.594379608,-4.849692387,-6.536520735,-3.119093882,1.71549442,0.560478076,0.652941051,0.081930976,-0.221347831,-0.523582159,0.224228162,0.756334523,0.632800477,0.250187093,0.01,1
57027,-2.335654929,2.225379941,-3.379450386,2.178538229,-3.568263715,0.316813584,-1.734948003,1.449139434,-1.980033481,-5.71150474,1.837214902,-4.540341645,0.74784586,-6.28431407,-0.128887217,-3.563239406,-7.368320646,-2.692953158,-0.450550114,0.274027123,0.785540122,0.297411984,0.308536146,-0.598415746,-0.121850331,-0.49101831,0.701606041,0.206966343,444.17,1
57163,-10.36304947,4.543672013,-9.795897736,5.508003334,-6.037155994,-0.133492972,-11.72434612,-3.198345572,-4.767842224,-9.332128069,5.224124004,-7.743122345,-1.5603432,-7.140418033,1.185977826,-6.598704066,-12.120539,-3.904091533,2.513430401,0.92439618,-2.457144873,1.687256642,0.977178354,-0.543368977,-0.289124787,-0.107586425,0.330641898,0.16357715,1,1
58060,-2.630597703,5.12575923,-6.092254547,5.527393062,1.605144855,-2.31988353,-3.207075706,-1.482583211,-5.074870632,-6.778331382,5.725254591,-6.949171825,-3.127795012,-11.09042481,-0.800272569,-1.707500854,-1.685473017,0.274890839,-2.028885352,0.94886377,-0.527474204,0.220546095,-1.371109895,-0.504898995,0.382306793,0.395527722,0.782035951,0.628527864,1,1
58067,-0.264868684,3.386139969,-3.45499699,4.367629058,3.336060428,-2.053918423,0.256890458,-2.957235441,-2.855797234,-2.808455543,1.847503511,-2.414822338,-2.573224542,-6.59912613,0.123470383,2.572371808,6.609365809,2.5306698,-3.602657251,0.482513022,-1.394503794,-0.166029307,-1.452081183,-0.251814671,1.243460543,0.452786777,0.132218076,0.424599466,1,1
58199,0.340390791,2.015233463,-2.777329561,3.812024131,-0.461729072,-1.152021971,-2.001958668,0.548681057,-2.344041663,-3.076698585,3.55473755,-3.9696893,-0.932183689,-5.876067321,-0.06673945,-1.495280775,-4.424757174,-0.619323237,-0.231198386,0.326772803,0.299768816,-0.583282924,-0.18769605,-0.329255753,0.732328138,0.058079714,0.553143343,0.318832446,1.75,1
58217,-0.443793957,1.27139529,1.206177863,0.790371244,0.418935335,-0.848375715,0.917690595,-0.235511405,-0.285692136,-0.867899742,0.61497712,-0.657947691,-0.948412032,-1.635144524,1.263203163,0.068532887,1.325794102,0.376383481,-1.096196454,-0.067205036,0.119278777,0.51347945,-0.264243409,0.443311288,0.029516392,-0.335141049,-0.188814985,-0.123391459,5.09,1
58222,-1.322789063,1.552768211,-2.276920704,2.992117391,-1.94706392,-0.48028825,-1.362387523,0.953242227,-2.32962886,-3.393553481,3.128439692,-3.570393731,-0.595198191,-3.988415055,0.995905842,-2.843784559,-4.826246116,-0.703883465,2.152214558,0.988493487,0.614968997,-0.195199717,0.590711262,-0.233377664,-0.164285287,-0.277497871,0.428610085,0.246393746,270,1
58642,-0.45138257,2.2251465,-4.953050453,4.342228248,-3.65619019,-0.020121466,-5.407553618,-0.748436141,-1.362197751,-4.170622887,3.762306382,-4.226224695,-2.04669403,-4.710497936,0.21757236,-4.739083784,-6.131886752,-2.425870639,2.31416487,0.724381268,-0.575924092,0.495889441,1.154127939,-0.016185786,-2.079928263,-0.554376906,0.455179271,0.001320656,113.92,1
58822,-4.384220899,3.26466481,-3.077158017,3.403593597,-1.93807528,-1.221081278,-3.310316609,-1.11197501,-1.977593281,-3.288203565,2.886091477,-6.848977934,-1.029234591,-7.460102983,0.055906018,-4.334783427,-9.874560393,-3.541903329,-0.53155876,-0.141533269,2.076382721,-0.990302787,-0.330358452,0.158377626,0.006351446,-0.493860013,-1.537652378,-0.994022491,45.64,1
59011,-2.32692237,-3.34843873,-3.513407961,3.17505971,-2.815137034,-0.203362788,-0.89214443,0.333225703,-0.802005229,-4.350685312,3.064245841,-2.718730632,0.068787703,-5.586873126,-0.966076478,-2.502049417,-4.460494632,-0.870525745,0.595629104,3.209170944,1.226648399,-0.695902073,-1.478490211,-0.0615526,0.236155012,0.531910616,0.302324354,0.536375348,1389.56,1
59385,-7.626924092,-6.976420008,-2.077911151,3.41675416,4.458758402,-5.080407799,-6.578947868,1.760341414,-0.599508728,-4.001742085,2.611761843,-2.210691055,0.145323221,-5.281678131,-1.446227315,-2.342178262,-4.442082059,-0.812202197,0.254771833,2.875260304,1.224794983,-0.656639147,-0.330810729,-0.078946015,0.270305925,0.43111911,0.821381427,-1.056087774,18.98,1
59669,0.32600663,1.286637565,-2.007181287,2.419674796,-1.532901697,-1.432803315,-2.45952964,0.617737792,-1.12586103,-3.236784016,3.561794964,-3.914679352,-2.124956456,-4.45889503,0.578201875,-2.343304119,-5.071450108,-0.749172321,0.228422748,0.222666683,0.556894674,0.169775529,-0.174357059,0.308061323,0.710996128,-0.231029818,0.580495234,0.300984038,6.27,1
59777,-8.257110817,-4.81446074,-5.36530689,1.204229864,-3.347420097,-1.331601475,-1.967892799,1.295437817,-1.674415243,-3.426052253,0.14456269,-4.28352931,-0.240895042,-3.657490404,0.923104768,0.844221069,-3.948311852,-1.807515992,0.105878827,-1.233987257,0.436390207,-0.077552723,-3.091624356,-0.390200886,-0.288688941,-0.340004217,0.039819105,-1.00790031,319.2,1
59840,-3.21538176,-0.364223121,-1.261883344,3.794949039,0.71120593,-1.316475603,-5.165140556,0.625278384,-1.582300585,-3.252633595,5.040751203,-5.314442204,-0.656470662,-6.233043671,0.974771279,-6.890317745,-9.516411485,-4.364127715,2.598577556,0.019626169,0.401341241,0.152191259,-0.934675474,-0.256148382,-0.469403309,-0.282495914,0.866076911,-0.433465944,5.91,1
60353,-3.975216475,0.581573271,-1.880372107,4.31924128,-3.02432976,1.240792771,-1.909558926,0.660717557,-2.752610565,-3.550385399,4.838964187,-6.040235379,-0.374460484,-6.221945359,0.958758444,-5.073642635,-10.44100867,-3.755524601,0.606452965,-0.656511434,0.578984296,1.39731082,1.04532195,-0.303999869,0.005294959,0.235435244,0.962014797,-0.673557393,454.82,1
61108,-2.756007119,0.683821377,-1.390168883,1.501887261,-1.165614356,-0.131206949,-1.478740616,-0.246921578,-0.100522732,-2.301109897,1.914454045,-3.830998011,0.719488567,-6.353019858,1.438716192,-3.297239075,-4.862971499,-2.002353999,1.54523327,-0.10694464,0.320473876,0.611026686,0.174863684,-0.502151101,-0.174712784,1.179242083,-1.166315328,0.821214803,101.5,1
61646,-1.52230451,1.505152043,0.372364351,2.286868558,-0.526518744,0.998593092,-1.08755604,-0.027248403,-0.533001251,0.169572798,2.790396391,-2.316951892,-0.782531787,-3.431737963,-0.527701761,-3.29355769,-3.901498984,-2.525440482,0.79514422,0.412800621,0.332216176,0.493980865,-0.080198293,-0.253327338,-0.477799683,0.991739678,-0.952553959,-0.390363998,19.04,1
62059,-1.644403097,3.129851933,-2.576976822,3.415573363,-0.448525407,-1.241892856,-1.991652188,1.00266489,-2.809071243,-4.153692406,1.398185119,-5.653269702,-1.233694138,-6.332512815,0.4587148,-1.983609608,-4.929162023,-1.038482085,-0.1338192,0.290186829,0.417762091,-0.648575872,-0.318617393,-0.680412932,0.389868676,0.055750296,0.394681955,0.298820726,6.62,1
62080,-1.599457402,2.607720029,-2.987192942,3.064156147,-2.497914317,-0.541102793,-2.277786228,1.268166108,-1.997331053,-3.834775088,1.113354093,-4.976921041,-0.795530935,-4.549556744,1.813763254,-3.177460496,-5.369348778,-1.121454157,2.030591938,0.22533293,0.66293304,0.184086858,-0.089451803,-0.505999935,-0.062258889,-0.052714413,0.322854005,0.135267637,180,1
62330,1.140864737,1.221317431,-1.45295546,2.067575058,0.854742052,-0.981222508,0.325713914,-0.037721407,0.113219372,-2.12697275,0.915947029,-0.468571538,-0.523377294,-4.861866581,0.421013354,0.866440625,4.082484884,1.196318152,-1.100763584,-0.067712041,-0.377597095,-0.79345966,-0.132333172,-0.331586269,0.664877857,-0.309312434,0.099941947,0.122988312,1,1
62341,-5.267759743,2.506718959,-5.290924818,4.886134198,-3.343188411,-1.100085485,-5.810509186,1.726343355,-0.74927716,-4.834827995,3.54601225,-7.751285478,-1.195693945,-10.01850245,0.296396122,-7.477161727,-9.785800262,-4.243977148,2.681126782,-0.28604327,0.764265625,0.473261684,0.548481723,-0.156850052,-0.710186945,-0.366422677,-1.48676592,0.677664105,1.1,1
62467,-5.344665375,-0.285760408,-3.835615782,5.337048027,-7.6099087,3.874668032,1.289629924,0.201741917,-3.003532437,-3.990551332,4.986013804,-6.116383223,0.042324406,-6.043393144,1.821401032,-4.745462468,-10.07564559,-3.604596016,1.43529381,-1.562162358,0.276010822,1.342044557,-1.016578695,-0.071361297,-0.335869335,0.441044176,1.52061262,-1.115936803,1402.16,1
63578,-0.639191253,-0.085594789,1.265451959,1.401165732,-0.260542079,1.009794578,1.301998971,-0.135257523,-0.431520922,-0.091353373,-0.921051996,-0.613815529,0.198913056,0.016087005,2.206263775,-0.527140628,-0.05727868,0.448655661,1.164435465,0.861306751,0.340330753,0.760169762,0.353376975,-0.778892743,-0.07068116,-0.033354644,-0.061962422,-0.062686532,290.18,1
64093,-6.133986948,2.941499449,-5.593985568,3.258845223,-5.315512219,-0.637327763,-4.476488045,1.695993587,-1.606743151,-5.11725921,3.97722224,-8.066096093,-0.760887592,-8.660770959,2.22023799,-6.237596542,-11.04638166,-4.155879368,1.763610874,-0.815086316,0.868339851,0.793736498,0.217346587,-0.021985065,0.145881914,0.665087661,-1.684186049,0.310195463,294.9,1
64412,-1.348041644,2.522820676,-0.782432259,4.083046652,-0.66228033,-0.598775713,-1.943551851,-0.329578951,-1.853274226,-3.162135955,1.533193838,-4.635126948,-1.113572734,-6.435870738,-0.293191948,-2.849930795,-3.654258288,-1.183034137,0.831623853,0.348896285,1.079871408,-0.35202641,-0.218357653,0.125865684,-0.074180176,0.179115527,0.612579819,0.23420609,1,1
64443,1.079523978,0.872988039,-0.303850487,2.755368851,0.301687623,-0.350283737,-0.042847968,0.246624608,-0.779175596,-0.157696446,1.928567632,-0.935863286,-2.431446445,-1.633472024,0.534336653,1.425605504,1.593528786,1.178467846,-1.568697558,-0.252115099,-0.023254785,-0.158600834,-0.038806158,-0.060327255,0.358338898,0.07698357,0.018935832,0.060574149,0,1
64585,1.08043337,0.962830681,-0.278065478,2.743318063,0.412364076,-0.320778353,0.041289549,0.1761703,-0.966951551,-0.194120467,2.140056816,-0.276308753,-1.191305738,-1.880275403,0.398271956,1.367433022,1.5226617,1.026317483,-1.577070478,-0.172658645,-0.008996174,-0.057036144,-0.053691509,-0.026373277,0.400299731,0.072827771,0.027042934,0.063237573,0,1
64785,-8.744414644,-3.420467984,-4.850574732,6.606845786,-2.800546172,0.105511584,-3.269801299,0.940377923,-2.558690602,-3.624774714,5.267861604,-5.583696926,0.173895592,-6.679976755,2.084199143,-4.348891446,-8.760786023,-3.407548544,1.332930065,-1.818315425,0.102912554,0.311626102,-4.1291955,0.034638732,-1.133631231,0.272265246,1.841307269,-1.796362587,720.38,1
65358,1.193916069,-0.571085007,0.742522414,-0.014587682,-0.624560898,0.83216166,-0.833350425,0.272896999,1.169425399,-0.371671945,-0.245676823,1.37594135,0.870456831,-0.819319365,-1.550903562,0.125852996,-0.397245549,0.272377065,1.226022198,0.062908129,-0.049502428,0.207265101,-0.265271877,-0.67929377,0.511811528,1.246604437,-0.028671104,-0.006112008,31.91,1
65385,-2.923826664,1.524837164,-3.018758033,3.289291475,-5.755542374,2.218276303,-0.509995432,-3.569443569,-1.016591689,-4.320535776,1.277202265,-3.701749667,-0.971869594,-4.857776672,0.090605522,-2.80150199,-4.186807537,-1.648406094,1.176445598,-0.447039407,-0.511656805,-0.122724086,-4.288638999,0.563796658,-0.94945135,-0.204532177,1.510206487,-0.324706013,1354.25,1
65728,1.227614414,-0.668973794,-0.271784826,-0.589439742,-0.604795004,-0.350284967,-0.486364541,-0.010808629,-0.794944156,0.264544749,0.88126805,-0.324703761,-0.2632638,-1.112735439,-0.540849503,1.533411248,0.831442611,-0.473346677,1.190121264,0.27379921,-0.026054722,-0.295254768,-0.18045852,-0.436538663,0.494649059,-0.283738267,-0.001128279,0.035074501,98.01,1
65936,-3.593476003,0.781442263,-1.822447514,0.605760683,-1.194655867,-0.517194857,-1.722523123,0.128889524,0.014963308,-2.85611683,1.61826162,-3.581374501,0.62370692,-6.16045662,0.494733399,-2.54310504,-5.301273391,-2.192712706,-0.094723793,-0.478219313,0.351792126,0.39124895,-0.252874891,-0.49804248,0.010172193,0.909928722,-1.478767246,0.722673039,101.5,1
66037,0.286302364,1.399344748,-1.682502709,3.86437704,-1.185373402,-0.341732014,-2.539380123,0.768378375,-1.547881628,-2.659717947,2.621588126,-3.462361885,-1.054300173,-4.955823304,-1.400274458,-2.339942917,-5.197794477,-1.342814498,0.288846911,0.270360155,0.352456414,-0.243677652,-0.194078547,-0.172201087,0.742237198,0.127789797,0.56973079,0.291205859,7.53,1
67150,-1.82429506,0.403326527,-1.994122006,2.756558164,-3.139064326,0.408185015,-1.209045119,1.095634354,-1.447224892,-3.951002892,2.560700202,-3.411982911,-0.78166962,-4.732767535,-0.433973655,-3.306088412,-4.231021875,-0.75080977,2.690808342,1.503688305,0.838760421,0.341727096,0.947506491,-0.145493002,0.049325773,0.831065452,0.332421304,0.252712729,489.71,1
67571,-0.758468653,-0.045410278,-0.16843829,-1.313274814,-1.901762532,0.739433415,3.071892046,-0.483422244,0.618202762,-1.769059721,-0.651414014,-0.005423291,-0.517194341,0.21746976,0.883558824,-1.173977649,0.24334711,-0.342300728,0.687056202,-0.032499899,0.042619457,0.397223782,0.072228865,-0.242275997,0.56091647,-0.540954584,0.150606446,-0.117140115,549.06,1
67857,-1.739333784,-1.30465465,0.314102907,0.053740106,-0.0586957,0.071259557,0.694861853,-0.313269935,-0.649377114,0.51756788,-1.356557756,-0.238382664,0.069579019,-0.431690054,-0.674723889,-1.654161807,-0.053960601,0.52074584,-1.554561747,-1.463994324,-0.665172079,-0.632078029,-0.4211758,-0.400774353,-0.001640302,-0.495162313,0.03163262,0.066279688,320,1
68207,-13.19267096,12.78597064,-9.906650021,3.320336883,-4.801175932,5.760058556,-18.75088916,-37.35344264,-0.391539744,-5.052502367,4.406805524,-4.610756477,-1.90948797,-9.072710934,-0.226074451,-6.211557482,-6.248145353,-3.149246695,0.051576119,-3.493049915,27.20283916,-8.887017141,5.303606904,-0.639434802,0.263203123,-0.10887693,1.269566355,0.939407363,1,1
68207,-13.19267096,12.78597064,-9.906650021,3.320336883,-4.801175932,5.760058556,-18.75088916,-37.35344264,-0.391539744,-5.052502367,4.406805524,-4.610756477,-1.90948797,-9.072710934,-0.226074451,-6.211557482,-6.248145353,-3.149246695,0.051576119,-3.493049915,27.20283916,-8.887017141,5.303606904,-0.639434802,0.263203123,-0.10887693,1.269566355,0.939407363,1,1
68207,-13.19267096,12.78597064,-9.906650021,3.320336883,-4.801175932,5.760058556,-18.75088916,-37.35344264,-0.391539744,-5.052502367,4.406805524,-4.610756477,-1.90948797,-9.072710934,-0.226074451,-6.211557482,-6.248145353,-3.149246695,0.051576119,-3.493049915,27.20283916,-8.887017141,5.303606904,-0.639434802,0.263203123,-0.10887693,1.269566355,0.939407363,1,1
68207,-13.19267096,12.78597064,-9.906650021,3.320336883,-4.801175932,5.760058556,-18.75088916,-37.35344264,-0.391539744,-5.052502367,4.406805524,-4.610756477,-1.90948797,-9.072710934,-0.226074451,-6.211557482,-6.248145353,-3.149246695,0.051576119,-3.493049915,27.20283916,-8.887017141,5.303606904,-0.639434802,0.263203123,-0.10887693,1.269566355,0.939407363,1,1
68207,-13.19267096,12.78597064,-9.906650021,3.320336883,-4.801175932,5.760058556,-18.75088916,-37.35344264,-0.391539744,-5.052502367,4.406805524,-4.610756477,-1.90948797,-9.072710934,-0.226074451,-6.211557482,-6.248145353,-3.149246695,0.051576119,-3.493049915,27.20283916,-8.887017141,5.303606904,-0.639434802,0.263203123,-0.10887693,1.269566355,0.939407363,1,1
68207,-13.19267096,12.78597064,-9.906650021,3.320336883,-4.801175932,5.760058556,-18.75088916,-37.35344264,-0.391539744,-5.052502367,4.406805524,-4.610756477,-1.90948797,-9.072710934,-0.226074451,-6.211557482,-6.248145353,-3.149246695,0.051576119,-3.493049915,27.20283916,-8.887017141,5.303606904,-0.639434802,0.263203123,-0.10887693,1.269566355,0.939407363,1,1
68357,1.23260447,-0.548931183,1.087872669,0.89408182,-1.433054899,-0.356797142,-0.717492197,0.003166531,-0.100396733,0.543187256,-1.039417068,0.285261609,-0.206006568,-0.498521776,-1.064108451,-2.156036543,0.564761098,0.83785666,-0.72898976,-0.576274061,-0.448670517,-0.517567968,0.012833335,0.699216728,0.527257981,-0.322606503,0.080805437,0.035427182,19.59,1
69394,1.140431324,1.134243003,-1.429454741,2.012225989,0.622800198,-1.152923087,0.221159478,0.037371773,0.034485926,-1.879643821,2.19166508,-0.487849733,-1.757137099,-4.461051207,-0.402884206,1.410917109,3.619251252,2.284926763,-0.443999192,-0.099711878,-0.367136001,-0.891627121,-0.160578067,-0.108325962,0.668374321,-0.352393243,0.071992769,0.11368437,1,1
70071,-0.440095203,1.137238976,-3.227079757,3.242292934,-2.033998153,-1.618414648,-3.028012599,0.76455482,-1.801937209,-4.711768684,4.663254585,-5.171734608,-1.624070248,-6.713878195,0.607986268,-3.275207499,-6.823831213,-1.355308686,0.291250739,0.895840844,0.764186725,-0.275577693,-0.343571526,0.233084829,0.60643364,-0.315433462,0.768290751,0.459623328,227.3,1
70229,0.315641749,1.636777962,-1.519649883,4.028570999,-1.186794267,-0.7898131,-2.279807405,0.472987927,-1.657635003,-2.894990401,1.601985383,-2.824945625,1.269203636,-5.591363689,-0.974827287,-2.737795496,-4.961534316,-2.224797408,-0.13611727,0.388884849,0.34592075,-0.108001595,-0.165441942,0.27989458,0.808783093,0.117362633,0.589594903,0.309064074,3.79,1
70270,-1.512515758,1.133138588,-1.60105248,2.813400968,-2.664503406,-0.310371094,-1.520895164,0.852995775,-1.496494506,-4.056292616,1.553755868,-2.743551359,1.504540671,-5.428788499,-0.016017123,-3.727187613,-3.946299589,-1.680286443,2.30361261,1.249585563,0.729827756,0.485285915,0.567005413,0.323585692,0.040870854,0.825813553,0.414482272,0.267265082,318.11,1
70536,-2.271754537,-0.457654561,-2.589054639,2.230778267,-4.278982503,0.38861008,0.102485457,0.813127838,-1.092920839,-5.032028386,3.51034756,-2.227398406,0.656823928,-5.199185743,-0.12831103,-3.943520999,-3.820522327,-0.570821094,2.783383408,2.285757903,1.09634201,0.658398655,1.711675735,0.333540036,0.538591374,-0.193528512,0.258194101,0.247269214,824.83,1
70828,0.196706752,1.189757286,0.704882218,2.891387773,0.045555369,1.24573046,-1.1987142,-2.421616411,-1.232088646,0.324238886,-1.27393508,-0.868686295,-1.181944655,1.027584172,1.688132345,0.256215978,0.12060834,-0.052346017,0.329826632,0.646616407,-1.328131789,0.189310618,-0.005524184,-0.814707739,0.40092428,0.286281379,0.135214946,0.257314769,0.76,1
71033,-3.170818415,0.185734555,-3.399851579,3.76115529,-2.148047028,-1.598944425,-2.519565318,1.316215011,-2.400106116,-4.993417038,4.447191766,-5.293760103,-1.419578299,-6.425276214,0.914083034,-3.515197166,-6.347453308,-0.903512166,1.191606268,1.932253725,1.092051134,-0.041080429,0.904395218,0.180015602,0.04997034,-0.257099838,0.859281566,0.225924186,426.4,1
72327,-4.19873461,0.194120637,-3.917585678,3.920747846,-1.875485747,-2.118932927,-3.61444511,1.687884465,-2.189871136,-4.684233325,4.376906664,-5.007440828,-1.304745078,-6.192475264,1.002404267,-3.316934301,-6.188834152,-1.040412649,1.233044349,1.003350431,0.801312236,-0.183000576,-0.440386862,0.292539412,-0.144967422,-0.251743982,1.249413674,-0.131524644,238.9,1
72824,-1.111495232,-0.257575207,2.250209635,1.152670903,0.432904474,1.254126028,-0.58416279,-0.609681605,1.014602463,0.334532824,0.826374844,0.1968869,-1.885993498,-0.472025637,-0.578141396,-1.243007101,0.570459827,-0.159056766,0.407187527,-0.510613592,0.86291279,0.927825035,-0.343058086,-0.25626823,-0.600742166,-0.180331288,0.026762226,-0.358335321,45.03,1
73408,-2.869794946,1.335666962,-1.009530198,1.693884729,-0.741479895,-0.796772696,-2.614241877,1.066636468,-1.135496522,-3.943336821,2.572830216,-2.2886635,0.562084178,-5.33871421,-1.853251891,-2.619233054,-5.231425127,-1.234853737,0.397308037,0.01155721,0.528421373,0.228027081,-0.749297963,-0.067178963,0.215792485,-0.453651012,0.349191043,0.198862268,16.48,1
74159,-1.548788099,1.80869795,-0.953509034,2.213085393,-2.015727792,-0.913456845,-2.356012983,1.197168967,-1.678374057,-3.538650232,3.102089927,-3.993373054,-1.937410623,-3.822894106,0.830970111,-2.475358854,-5.211875168,-0.413871678,0.933262165,0.390785964,0.855138263,0.774744821,0.059037152,0.343199808,-0.468937929,-0.278337987,0.625922215,0.395573378,76.94,1
74262,-2.250534809,2.365754878,-2.955491179,0.089790598,-2.830744567,-0.844461639,-0.174061561,-0.407138138,0.174216294,-2.998926256,2.605168575,-3.677716614,-0.961254636,-4.629480997,1.942181613,-4.180378884,-4.605686468,-2.557184137,1.589582202,-0.486537142,0.256559618,-0.466245243,0.291104927,0.242566553,-1.279093712,-1.123534337,-0.630976513,0.326839204,311.28,1
75033,-0.430330206,0.985632694,0.645789437,0.317131047,0.616332206,-1.347462457,1.078233569,-0.161518268,-0.492855875,-1.039637697,-0.395607723,-0.66468393,-0.985700497,-0.660967627,0.344105203,0.530852434,0.278141865,0.355529917,-1.081223261,-0.115281935,-0.016378018,-0.207609058,-0.164119226,0.255280162,0.454797818,-0.505032216,-0.039455969,-0.006357582,30.14,1
75556,-0.734303155,0.435519332,-0.530865547,-0.471119607,0.643214387,0.71383237,-1.234572071,-2.551411599,-2.057723826,0.166830708,0.567551955,-0.858059916,-0.44806793,-0.264936239,0.888862939,0.838120617,1.425059654,-0.169664183,2.502027389,0.864536121,-1.004877379,1.150353588,-0.152555283,-1.386744633,0.004716015,0.219145838,-0.058257308,0.158047989,29.95,1
75581,-2.866363705,2.346949431,-4.053306688,3.98335888,-3.463185713,-1.280953016,-4.474763835,1.216655285,-2.309828698,-5.515507073,3.048392034,-7.128250768,0.005955801,-7.495187336,-0.251088022,-7.568014899,-12.22363285,-4.895175194,2.524967469,0.270013154,1.049731562,0.475840283,0.404480059,0.28202979,-0.506901096,-0.371741093,0.615256964,0.803162842,124.53,1
